Trial 1 Timestamp,Trial 1 Force,Trial 2 Timestamp,Trial 2 Force,Trial 3 Timestamp,Trial 3 Force
42.974196910858154,12.55,49.39132809638977,5.24,40.47099018096924,29.3
44.08027911186218,20.49,50.40204954147339,13.62,41.48267865180969,11.71
45.09192967414856,19.01,51.50386691093445,9.87,42.58439612388611,20.29
46.10386848449707,13.4,52.61021947860718,15.98,43.595892667770386,16.2
47.11514496803284,13.17,53.71154856681824,14.05,44.607250928878784,14.1
48.21674466133118,12.0,54.723363637924194,10.98,45.71292591094971,9.79
49.22863030433655,13.26,55.73556423187256,8.61,46.72479605674744,9.91
50.3341326713562,12.34,56.74670338630676,10.85,47.73638343811035,7.88
51.43616080284119,10.67,57.85282635688782,9.8,48.748552560806274,9.06
52.54190921783447,9.01,58.864505767822266,9.52,49.759864807128906,8.29
53.55375337600708,9.06,59.9666006565094,7.9,50.86178970336914,7.85
54.56495451927185,9.08,60.977599143981934,8.25,51.873403787612915,7.28
55.57695198059082,7.73,62.084298610687256,7.84,52.88537573814392,6.97
56.588274240493774,6.56,63.18536329269409,6.38,53.99091815948486,5.68
57.600717544555664,6.84,64.29168128967285,6.57,55.092854738235474,6.18
58.702003479003906,6.16,65.39290499687195,6.61,56.1946702003479,6.92
59.80782699584961,5.23,66.40503931045532,7.37,57.30074429512024,5.69
60.819870471954346,6.25,67.51103806495667,6.43,58.31184267997742,4.6
61.921427488327026,6.81,68.52242732048035,7.13,59.32383155822754,3.32
63.02786040306091,6.24,69.53369760513306,7.02,60.42570185661316,4.8
64.1287248134613,5.12,70.6361436843872,6.52,61.43748950958252,4.31
65.14105725288391,5.66,71.74152970314026,6.21,62.448540449142456,5.4
66.15251064300537,7.07,72.75283432006836,7.49,63.5545437335968,7.23
67.16391468048096,7.37,73.76544046401978,10.26,64.5660753250122,8.16
68.2702751159668,7.94,74.86716318130493,9.97,65.57840871810913,9.56
69.37135863304138,9.65,75.87823724746704,10.12,66.59015607833862,11.21
70.47390699386597,9.73,76.98409724235535,13.17,67.60164999961853,11.96
71.48513102531433,9.39,77.99628162384033,12.7,68.7035174369812,13.95
72.49694919586182,9.17,79.09811639785767,13.18,69.80902361869812,13.07
73.50893712043762,10.05,80.10910201072693,12.45,70.91053891181946,13.82
74.52393054962158,10.56,81.21526050567627,14.03,72.01636838912964,11.66
75.62646102905273,12.24,82.22663235664368,13.06,73.11818194389343,13.47
76.72799801826477,13.37,83.23843026161194,14.71,74.13018321990967,13.5
77.7395703792572,15.58,84.34003829956055,15.09,75.23598074913025,14.8
78.75170612335205,14.65,85.4462890625,16.12,76.24798250198364,12.91
