Trial 1 Timestamp,Trial 1 Force,Trial 2 Timestamp,Trial 2 Force,Trial 3 Timestamp,Trial 3 Force
53.52890133857727,-35.01,53.683109521865845,-40.59,42.10545897483826,-29.93
54.54088807106018,-32.15,54.69429349899292,-25.02,43.207693338394165,-32.37
55.64199352264404,-25.31,55.70670437812805,-23.42,44.21907567977905,-29.21
56.74431586265564,-32.31,56.80840253829956,-27.57,45.23101878166199,-30.9
57.84950399398804,-24.22,57.91403365135193,-31.08,46.24248909950256,-30.56
58.95114850997925,-28.15,58.9260528087616,-24.77,47.348509550094604,-30.31
60.05358338356018,-26.29,60.02727174758911,-26.34,48.45004343986511,-23.88
61.06411385536194,-20.84,61.03856420516968,-26.89,49.461560010910034,-31.52
62.076499938964844,-36.3,62.140533685684204,-26.03,50.47229623794556,-26.84
63.08742594718933,-26.08,63.24576759338379,-21.14,51.48512101173401,-29.81
64.09989333152771,-26.97,64.25736141204834,-27.26,52.49605655670166,-25.78
65.11064982414246,-37.25,65.35932469367981,-25.72,53.50767731666565,-32.02
66.12230706214905,-29.17,66.37076115608215,-34.08,54.609755754470825,-20.33
67.13364028930664,-26.47,67.38293671607971,-21.62,55.62048649787903,-20.6
68.23616433143616,-22.79,68.39440059661865,-27.14,56.632275104522705,-22.79
69.3370566368103,-20.02,69.4960765838623,-29.29,57.64428639411926,-21.08
70.34959626197815,-23.16,70.50782465934753,-27.4,58.65546679496765,-21.35
71.45535373687744,-20.69,71.51874017715454,-25.22,59.75727605819702,-19.3
72.46623873710632,-18.45,72.62046957015991,-30.11,60.76944589614868,-24.81
73.47785949707031,-19.13,73.63261365890503,-21.16,61.781328439712524,-22.81
74.48543667793274,-22.45,74.73770999908447,-29.06,62.792147397994995,-20.26
75.4973795413971,-22.71,75.74966287612915,-29.15,63.80379390716553,-21.17
76.50915622711182,-15.59,76.7607171535492,-36.22,64.81519913673401,-23.56
77.52053618431091,-16.6,77.76895952224731,-28.66,65.9174075126648,-23.9
78.62627696990967,-21.2,78.78060150146484,-24.18,67.02309775352478,-17.42
79.72728657722473,-20.39,79.79215598106384,-34.24,68.03451299667358,-19.41
80.82959580421448,-17.69,80.80369329452515,-22.41,69.04644203186035,-21.4
81.93539452552795,-19.29,81.81502532958984,-18.32,70.05797624588013,-22.21
83.0367021560669,-20.24,82.82704281806946,-19.86,71.15973711013794,-18.02
84.04796814918518,-17.08,83.83772730827332,-21.83,72.26079392433167,-19.05
85.14978814125061,-20.85,84.84923362731934,-18.78,73.27303671836853,-21.1
86.25590491294861,-19.19,85.86145496368408,-23.01,74.2838385105133,-18.64
87.35774421691895,-21.23,86.87273120880127,-21.29,75.29641389846802,-25.29
88.45923590660095,-22.0,87.9747064113617,-23.15,76.3072304725647,-19.62
89.47046661376953,-21.19,89.0805675983429,-23.57,77.31924700737,-22.46
