Trial 1 Timestamp,Trial 1 Force,Trial 2 Timestamp,Trial 2 Force,Trial 3 Timestamp,Trial 3 Force
49.394779682159424,-15.19,46.68130683898926,-4.45,52.20089387893677,10.98
50.50065755844116,-6.51,47.693015813827515,-3.13,53.306578397750854,-6.28
51.601654291152954,-5.95,48.704489946365356,-5.08,54.40813207626343,-5.69
52.70364308357239,-5.6,49.71497392654419,-4.23,55.50911474227905,-5.08
53.7158842086792,-5.97,50.817389488220215,-3.93,56.61528277397156,-4.36
54.81804180145264,-4.96,51.82861852645874,-4.14,57.62227177619934,-4.76
55.82873868942261,-5.93,52.930532932281494,-4.37,58.72809886932373,-4.27
56.8403205871582,-5.72,53.94192099571228,-3.26,59.829262256622314,-3.42
57.85272288322449,-3.9,54.95285701751709,-4.42,60.841134786605835,-3.12
58.95465540885925,-5.41,55.964709758758545,-3.66,61.94265842437744,-3.7
59.965789556503296,-5.68,57.06527781486511,-3.45,63.04776978492737,-3.14
60.97725796699524,-5.56,58.076733112335205,-3.49,64.14992761611938,-3.19
61.98914885520935,-4.59,59.18250870704651,-3.4,65.16096782684326,-3.21
63.0907027721405,-4.63,60.28396415710449,-3.05,66.17230033874512,-2.75
64.19701361656189,-4.21,61.38603377342224,-3.93,67.27354454994202,-3.2
65.29816174507141,-4.63,62.487563133239746,-2.77,68.28536367416382,-3.62
66.31052684783936,-5.08,63.49882650375366,-3.69,69.29653549194336,-3.36
67.32191133499146,-5.03,64.60403323173523,-2.24,70.3081488609314,-3.26
68.3292281627655,-4.28,65.70550680160522,-2.25,71.40959429740906,-4.63
69.3410975933075,-3.61,66.71692681312561,-2.7,72.42152547836304,-2.18
70.3525595664978,-2.94,67.81848907470703,-1.29,73.4329047203064,-2.15
71.36399865150452,-5.4,68.92048406600952,-2.8,74.4435064792633,-3.89
72.37558197975159,-4.74,70.02660512924194,-2.4,75.45173072814941,-3.25
73.3873393535614,-4.31,71.12731647491455,-2.31,76.46328401565552,-2.65
74.3995988368988,-3.76,72.13854765892029,-1.06,77.47425484657288,-3.66
75.5009663105011,-2.75,73.24090838432312,-1.87,78.48524689674377,-2.93
76.60271668434143,-5.38,74.2515070438385,-1.99,79.49749851226807,-2.97
77.61449122428894,-3.93,75.2624158859253,-1.21,80.59848999977112,-2.71
78.71665930747986,-4.02,76.27488803863525,-1.64,81.7039315700531,-1.72
79.82235598564148,-3.45,77.2858681678772,-1.51,82.80618405342102,-2.8
80.92386198043823,-4.37,78.38728165626526,-1.75,83.90762686729431,-2.84
81.93515181541443,-3.23,79.4894871711731,-0.83,84.91849398612976,-2.77
82.94799327850342,-4.88,80.50100493431091,-0.76,85.92981290817261,-0.36
83.95894122123718,-4.49,81.5117814540863,-1.36,86.94118976593018,-2.61
84.97074270248413,-4.23,82.52330827713013,-1.12,87.9525740146637,-2.8
