Trial 1 Timestamp,Trial 1 Force,Trial 2 Timestamp,Trial 2 Force,Trial 3 Timestamp,Trial 3 Force
59.07179498672485,-128.36,82.4207980632782,-117.95,42.3101863861084,-82.81
60.17355751991272,-177.99,83.52187705039978,-164.94,43.321171045303345,-150.38
61.18438243865967,-273.09,84.62787532806396,-189.55,44.427268505096436,-178.27
62.19621753692627,-27.01,85.72987961769104,-77.81,45.529309034347534,-164.75
63.208027601242065,-16.89,86.74179673194885,-24.31,46.54097127914429,-93.98
64.31373119354248,-10.1,87.84687781333923,-12.2,47.55279994010925,-23.22
65.41588830947876,-11.62,88.94879174232483,-10.29,48.56393623352051,-10.27
66.5216851234436,-4.23,90.05485105514526,-10.24,49.57931661605835,-9.07
67.53316521644592,-4.4,91.15690612792969,-4.76,50.681771993637085,-4.96
68.63490319252014,-2.08,92.16789484024048,-2.09,51.783156633377075,1.66
69.64704775810242,-0.18,93.17985510826111,-1.74,52.88957977294922,-1.68
70.6584484577179,1.74,94.28579688072205,-4.68,53.991411447525024,0.5
71.66963768005371,2.38,95.38781189918518,-3.43,55.00603199005127,-0.67
71.15522122383118,0.38,96.39889597892761,-1.82,56.10863018035889,2.73
72.16722440719604,2.18,97.41089987754822,-2.78,57.12057280540466,1.55
73.27288460731506,0.86,98.51689767837524,-3.55,58.13162565231323,2.31
74.28382110595703,2.44,99.52882480621338,-3.44,59.14362692832947,1.96
75.3858232498169,1.65,100.53979277610779,-3.19,60.15473175048828,2.04
76.39746117591858,0.72,101.64181447029114,-2.11,61.16678309440613,1.6
77.40970230102539,2.26,102.65380072593689,-3.91,62.27230620384216,1.95
78.51571607589722,-1.51,103.66481184959412,-2.64,63.28393816947937,2.19
79.52727770805359,2.78,104.67636942863464,-3.67,64.29630327224731,-1.65
80.62886619567871,2.32,105.78304243087769,-3.45,65.30783557891846,0.32
81.73440718650818,2.15,106.88462901115417,-6.2,66.40977358818054,-0.8
82.74594354629517,2.61,107.89633464813232,-2.47,67.42087817192078,1.99
83.84797668457031,2.34,108.90808510780334,-3.48,68.43305945396423,-0.69
84.85947608947754,2.09,110.0135326385498,-2.95,69.53891468048096,0.22
85.96541666984558,4.2,111.11567711830139,-1.22,70.64027333259583,-1.55
87.06750130653381,3.99,112.12756323814392,-2.56,71.65188479423523,0.81
88.07854962348938,3.26,113.1430881023407,-2.7,72.75833415985107,-0.44
89.09051966667175,4.74,114.15437650680542,-3.16,73.85913586616516,0.98
90.19700407981873,4.28,115.25588774681091,-0.58,74.87141036987305,0.9
91.29798603057861,5.2,116.361820936203,-2.41,75.88313293457031,1.69
92.40426754951477,3.78,117.37400436401367,-2.82,76.98862051963806,2.52
93.50537180900574,4.46,118.38538146018982,-3.68,78.00062012672424,2.94
